OBJECTID,Codigo,Texto,Cod_Prov,Cod_CCAA,TotalParoRegistrado,PAD_1C02,PAD_1_COD_PROV,PAD_1_COD_CCAA,Shape__Area,Shape__Length,Codigop
1,1001,Alegría-Dulantzi,1,16,184.0,2856.0,Araba/Álava,16.0,37092694.4663086,48191.5685368662,1.0
2,1002,Amurrio,1,16,766.0,10260.0,Araba/Álava,16.0,179911447.932739,90623.6219858347,1.0
3,1003,Aramaio,1,16,18.0,1502.0,Araba/Álava,16.0,137706565.380493,58592.9140476931,1.0
4,1004,Artziniega,1,16,110.0,1840.0,Araba/Álava,16.0,51300778.0101318,31498.524043871603,1.0
5,1006,Armiñón,1,16,12.0,234.0,Araba/Álava,16.0,23802884.8815918,33293.805035854,1.0
6,1008,Arratzua-Ubarrundia,1,16,30.0,979.0,Araba/Álava,16.0,107422965.859497,89972.9346112103,1.0
7,1009,Asparrena,1,16,86.0,1630.0,Araba/Álava,16.0,118008144.150635,70669.9682119926,1.0
8,1010,Ayala/Aiara,1,16,111.0,2946.0,Araba/Álava,16.0,264340321.73364303,88663.19155529949,1.0
9,1011,Baños de Ebro/Mañueta,1,16,6.0,308.0,Araba/Álava,16.0,17206801.2355957,24650.5913155995,1.0
10,1013,Barrundia,1,16,24.0,903.0,Araba/Álava,16.0,182865233.474854,80734.4861917157,1.0
11,1014,Berantevilla,1,16,25.0,449.0,Araba/Álava,16.0,66683914.673584,52853.538403597406,1.0
12,1016,Bernedo,1,16,20.0,499.0,Araba/Álava,16.0,242118724.943237,117480.80274547198,1.0
13,1017,Campezo/Kanpezu,1,16,62.0,1059.0,Araba/Álava,16.0,157734527.97302198,71370.0586931678,1.0
14,1018,Zigoitia,1,16,47.0,1727.0,Araba/Álava,16.0,190689591.114746,66723.0455623912,1.0
15,1019,Kripan,1,16,2.0,186.0,Araba/Álava,16.0,23011611.250976603,22267.697923288597,1.0
16,1020,Kuartango,1,16,14.0,368.0,Araba/Álava,16.0,193738038.99938998,67625.2409215486,1.0
17,1021,Elburgo/Burgelu,1,16,20.0,612.0,Araba/Álava,16.0,58413461.3643799,82503.2324045707,1.0
18,1022,Elciego,1,16,64.0,1005.0,Araba/Álava,16.0,29992060.4295654,29558.809748196098,1.0
19,1023,Elvillar/Bilar,1,16,14.0,355.0,Araba/Álava,16.0,32204126.9476318,30286.9678315934,1.0
20,1027,Iruraiz-Gauna,1,16,16.0,514.0,Araba/Álava,16.0,87194894.6575928,114753.55426898198,1.0
21,1028,Labastida/Bastida,1,16,122.0,1460.0,Araba/Álava,16.0,70850387.30285642,48359.7309016974,1.0
22,1030,Lagrán,1,16,4.0,168.0,Araba/Álava,16.0,89520962.18347171,58787.159834553895,1.0
23,1031,Laguardia,1,16,60.0,1478.0,Araba/Álava,16.0,148369417.903687,119147.910563856,1.0
24,1032,Lanciego/Lantziego,1,16,42.0,681.0,Araba/Álava,16.0,44584271.196655296,36774.798698111,1.0
25,1033,Lapuebla de Labarca,1,16,52.0,852.0,Araba/Álava,16.0,10959950.5217285,16735.26100238,1.0
26,1034,Leza,1,16,8.0,212.0,Araba/Álava,16.0,17913393.916748002,23028.173838082002,1.0
27,1036,Laudio/Llodio,1,16,1370.0,18212.0,Araba/Álava,16.0,70349200.9631348,37884.4032486068,1.0
28,1037,Arraia-Maeztu,1,16,26.0,722.0,Araba/Álava,16.0,227871650.605103,82782.1584585049,1.0
29,1039,Moreda de Álava/Moreda Araba,1,16,10.0,229.0,Araba/Álava,16.0,16183708.0426025,16818.8583855525,1.0
30,1041,Navaridas,1,16,6.0,226.0,Araba/Álava,16.0,16570925.736694299,16391.752698404198,1.0
31,1042,Okondo,1,16,64.0,1171.0,Araba/Álava,16.0,57443600.577026404,48032.7472786812,1.0
32,1043,Oyón-Oion,1,16,397.0,3326.0,Araba/Álava,16.0,83120332.6367188,57849.4337562085,1.0
33,1044,Peñacerrada-Urizaharra,1,16,6.0,269.0,Araba/Álava,16.0,114488216.44812,57862.173132250195,1.0
34,1046,Erriberagoitia/Ribera Alta,1,16,26.0,745.0,Araba/Álava,16.0,222726030.58667,114217.03000650801,1.0
35,1047,Ribera Baja/Erribera Beitia,1,16,72.0,1353.0,Araba/Álava,16.0,47067024.9719238,42082.1131849662,1.0
36,1049,Añana,1,16,4.0,159.0,Araba/Álava,16.0,40306810.6057129,29416.270422336802,1.0
37,1051,Salvatierra/Agurain,1,16,424.0,4985.0,Araba/Álava,16.0,70426090.2670898,51730.5490728753,1.0
38,1052,Samaniego,1,16,4.0,303.0,Araba/Álava,16.0,15917589.7192383,22381.4958256141,1.0
39,1053,San Millán/Donemiliaga,1,16,32.0,717.0,Araba/Álava,16.0,158417662.7052,150265.399031152,1.0
40,1054,Urkabustaiz,1,16,66.0,1339.0,Araba/Álava,16.0,113992452.99218799,52090.0864902251,1.0
41,1055,Valdegovía/Gaubea,1,16,44.0,1015.0,Araba/Álava,16.0,443525329.817505,143717.729256511,1.0
42,1056,Harana/Valle de Arana,1,16,8.0,237.0,Araba/Álava,16.0,70919294.9138184,52653.141894062,1.0
43,1057,Villabuena de Álava/Eskuernaga,1,16,14.0,292.0,Araba/Álava,16.0,15642386.4829102,19091.7620161013,1.0
44,1058,Legutio,1,16,99.0,1747.0,Araba/Álava,16.0,86196976.1887207,51874.7917787896,1.0
45,1059,Vitoria-Gasteiz,1,16,17754.0,244634.0,Araba/Álava,16.0,516113835.851563,152167.794961327,1.0
46,1060,Yécora/Iekora,1,16,8.0,269.0,Araba/Álava,16.0,34352679.251709,29572.0367103567,1.0
47,1061,Zalduondo,1,16,8.0,188.0,Araba/Álava,16.0,25675816.860839803,28752.975528619703,1.0
48,1062,Zambrana,1,16,28.0,398.0,Araba/Álava,16.0,73225021.26086429,60540.5374369807,1.0
49,1063,Zuia,1,16,68.0,2349.0,Araba/Álava,16.0,228929621.214478,69830.26558663169,1.0
50,1901,Iruña Oka/Iruña de Oca,1,16,193.0,3270.0,Araba/Álava,16.0,99445060.637207,48448.1027083912,1.0
51,1902,Lantarón,1,16,39.0,888.0,Araba/Álava,16.0,126006607.545898,87101.3535567362,1.0
52,2001,Abengibre,2,8,54.0,761.0,Albacete,8.0,51326771.2263794,32589.190350158,2.0
53,2002,Alatoz,2,8,68.0,582.0,Albacete,8.0,106111394.296997,48006.6437052696,2.0
54,2003,Albacete,2,8,16352.0,172426.0,Albacete,8.0,1890077858.59308,316172.515745355,2.0
55,2004,Albatana,2,8,74.0,714.0,Albacete,8.0,50015543.7808838,28900.163978277298,2.0
56,2005,Alborea,2,8,93.0,710.0,Albacete,8.0,120454624.614075,46911.754532031104,2.0
57,2006,Alcadozo,2,8,89.0,688.0,Albacete,8.0,163569187.942993,68783.3414868009,2.0
58,2007,Alcalá del Júcar,2,8,108.0,1217.0,Albacete,8.0,244721816.1922,66481.5083097611,2.0
59,2008,Alcaraz,2,8,174.0,1463.0,Albacete,8.0,609630059.674072,370651.86395107897,2.0
60,2009,Almansa,2,8,2628.0,24800.0,Albacete,8.0,878009861.059631,119740.514561076,2.0
61,2010,Alpera,2,8,270.0,2289.0,Albacete,8.0,295829936.358643,72903.2825150455,2.0
62,2011,Ayna,2,8,56.0,690.0,Albacete,8.0,240490211.694946,84054.0603840115,2.0
63,2012,Balazote,2,8,255.0,2346.0,Albacete,8.0,107687272.898376,40805.6305424358,2.0
64,2013,Balsa de Ves,2,8,10.0,155.0,Albacete,8.0,127529964.746338,51031.660692529804,2.0
65,2014,"Ballestero, El",2,8,30.0,427.0,Albacete,8.0,228963990.27807596,63436.8592338159,2.0
66,2015,Barrax,2,8,268.0,1903.0,Albacete,8.0,315063297.925293,68152.29396201769,2.0
67,2016,Bienservida,2,8,122.0,634.0,Albacete,8.0,148493706.040771,71987.7794221775,2.0
68,2017,Bogarra,2,8,132.0,920.0,Albacete,8.0,272092075.575195,98700.5361175734,2.0
69,2018,Bonete,2,8,113.0,1123.0,Albacete,8.0,206704747.12206998,71607.67319448809,2.0
70,2019,"Bonillo, El",2,8,347.0,2889.0,Albacete,8.0,832066514.710449,198588.511958345,2.0
71,2020,Carcelén,2,8,46.0,518.0,Albacete,8.0,125332500.27593999,49715.210155577195,2.0
72,2021,Casas de Juan Núñez,2,8,138.0,1318.0,Albacete,8.0,147945999.182007,57004.7257662866,2.0
73,2022,Casas de Lázaro,2,8,36.0,380.0,Albacete,8.0,184964975.376099,90847.94854839641,2.0
74,2023,Casas de Ves,2,8,58.0,654.0,Albacete,8.0,208878818.735474,87804.4061047533,2.0
75,2024,Casas-Ibáñez,2,8,460.0,4555.0,Albacete,8.0,172657747.03826898,72490.0076905978,2.0
76,2025,Caudete,2,8,1062.0,10115.0,Albacete,8.0,232884172.194458,63633.4901209138,2.0
77,2026,Cenizate,2,8,121.0,1204.0,Albacete,8.0,105775299.87683101,45531.115179588094,2.0
78,2027,Corral-Rubio,2,8,21.0,351.0,Albacete,8.0,156197169.598877,54364.0475581335,2.0
79,2028,Cotillas,2,8,22.0,139.0,Albacete,8.0,23610166.5325928,20180.7107066728,2.0
80,2029,Chinchilla de Monte-Aragón,2,8,392.0,4172.0,Albacete,8.0,1123831856.65149,210814.112477814,2.0
81,2030,Elche de la Sierra,2,8,546.0,3711.0,Albacete,8.0,391132884.322144,107320.14069342,2.0
82,2031,Férez,2,8,112.0,696.0,Albacete,8.0,205626235.737183,72676.3322497688,2.0
83,2032,Fuensanta,2,8,34.0,310.0,Albacete,8.0,39993227.45526121,34066.5429431111,2.0
84,2033,Fuente-Álamo,2,8,322.0,2574.0,Albacete,8.0,219370510.295166,58461.623865713496,2.0
85,2034,Fuentealbilla,2,8,172.0,1876.0,Albacete,8.0,180825588.52423102,83638.6885383399,2.0
86,2035,"Gineta, La",2,8,236.0,2509.0,Albacete,8.0,227456905.22509798,64000.874692088,2.0
87,2036,Golosalvo,2,8,14.0,111.0,Albacete,8.0,47030428.7817993,31664.877729278,2.0
88,2037,Hellín,2,8,3866.0,30419.0,Albacete,8.0,1276055868.59985,191605.353104154,2.0
89,2038,"Herrera, La",2,8,44.0,340.0,Albacete,8.0,104962129.490234,54264.858619903796,2.0
90,2039,Higueruela,2,8,78.0,1222.0,Albacete,8.0,340337489.256042,111104.30995397801,2.0
91,2040,Hoya-Gonzalo,2,8,50.0,666.0,Albacete,8.0,189764472.42157,61862.7862541234,2.0
92,2041,Jorquera,2,8,44.0,377.0,Albacete,8.0,113209520.33990501,73764.5979679319,2.0
93,2042,Letur,2,8,151.0,973.0,Albacete,8.0,428850840.53552204,104486.66975742,2.0
94,2043,Lezuza,2,8,160.0,1458.0,Albacete,8.0,597609325.18335,110927.767942996,2.0
95,2044,Liétor,2,8,238.0,1279.0,Albacete,8.0,510121466.458862,100814.85725060699,2.0
96,2045,Madrigueras,2,8,458.0,4671.0,Albacete,8.0,122356458.422546,46291.6202645457,2.0
97,2046,Mahora,2,8,138.0,1355.0,Albacete,8.0,180345094.56543002,62028.4484183233,2.0
98,2047,Masegoso,2,8,4.0,121.0,Albacete,8.0,170895735.214966,55054.732550169196,2.0
99,2048,Minaya,2,8,140.0,1543.0,Albacete,8.0,116509221.339478,57002.502892188604,2.0
100,2049,Molinicos,2,8,118.0,893.0,Albacete,8.0,234739828.38867202,91821.2485946566,2.0
101,2050,Montalvos,2,8,4.0,108.0,Albacete,8.0,41304534.9614868,30252.3756269767,2.0
102,2051,Montealegre del Castillo,2,8,166.0,2092.0,Albacete,8.0,292853653.514587,70445.0828246234,2.0
103,2052,Motilleja,2,8,62.0,550.0,Albacete,8.0,39681754.0696411,31850.2707414478,2.0
104,2053,Munera,2,8,360.0,3627.0,Albacete,8.0,381326132.99939,75749.6336102608,2.0
105,2054,Navas de Jorquera,2,8,52.0,525.0,Albacete,8.0,70632745.72332759,33661.1063899906,2.0
106,2055,Nerpio,2,8,166.0,1311.0,Albacete,8.0,705684507.609497,124766.40865571801,2.0
107,2056,Ontur,2,8,201.0,2111.0,Albacete,8.0,89224442.5881958,39029.6497551013,2.0
108,2057,Ossa de Montiel,2,8,312.0,2422.0,Albacete,8.0,403394404.199219,89017.00091375939,2.0
109,2058,Paterna del Madera,2,8,44.0,375.0,Albacete,8.0,184138542.92138702,69088.1794196633,2.0
110,2059,Peñascosa,2,8,34.0,333.0,Albacete,8.0,310924517.926453,136135.18720869,2.0
111,2060,Peñas de San Pedro,2,8,150.0,1428.0,Albacete,8.0,261301054.208862,94057.8017276701,2.0
112,2061,Pétrola,2,8,50.0,713.0,Albacete,8.0,123035043.039856,52421.918744892406,2.0
113,2062,Povedilla,2,8,55.0,463.0,Albacete,8.0,81284929.0541992,45607.3492209272,2.0
114,2063,Pozohondo,2,8,190.0,1698.0,Albacete,8.0,224579248.21820098,63234.2016673428,2.0
115,2064,Pozo-Lorente,2,8,45.0,409.0,Albacete,8.0,134453390.346313,46981.725184729294,2.0
116,2065,Pozuelo,2,8,62.0,531.0,Albacete,8.0,220668357.97351098,62132.1344816581,2.0
117,2066,"Recueja, La",2,8,32.0,279.0,Albacete,8.0,49515497.1133423,50384.9237274489,2.0
118,2067,Riópar,2,8,163.0,1410.0,Albacete,8.0,132253069.747681,71043.1343750718,2.0
119,2068,Robledo,2,8,33.0,390.0,Albacete,8.0,197873137.55273402,66242.7892958992,2.0
120,2069,"Roda, La",2,8,1516.0,15748.0,Albacete,8.0,664448078.4821169,164703.267843274,2.0
121,2070,Salobre,2,8,36.0,523.0,Albacete,8.0,81158055.99645999,50295.8159160279,2.0
122,2071,San Pedro,2,8,161.0,1232.0,Albacete,8.0,137003959.991089,47552.1602596205,2.0
123,2072,Socovos,2,8,302.0,1819.0,Albacete,8.0,225654362.27368197,82783.42056160759,2.0
124,2073,Tarazona de la Mancha,2,8,792.0,6460.0,Albacete,8.0,354899790.489685,87098.2178524464,2.0
125,2074,Tobarra,2,8,762.0,7822.0,Albacete,8.0,533098031.61291504,102031.68241971401,2.0
126,2075,Valdeganga,2,8,170.0,1976.0,Albacete,8.0,117730163.37463401,55163.0201917638,2.0
127,2076,Vianos,2,8,47.0,368.0,Albacete,8.0,209833481.22643998,117000.24754987699,2.0
128,2077,Villa de Ves,2,8,8.0,63.0,Albacete,8.0,95921522.7589111,45696.3467542153,2.0
129,2078,Villalgordo del Júcar,2,8,62.0,1128.0,Albacete,8.0,78106996.84802249,42339.2291121859,2.0
130,2079,Villamalea,2,8,361.0,4082.0,Albacete,8.0,214377873.000916,82171.0586568571,2.0
131,2080,Villapalacios,2,8,64.0,628.0,Albacete,8.0,143306209.275635,53021.092211703,2.0
132,2081,Villarrobledo,2,8,2388.0,25589.0,Albacete,8.0,1437751510.29346,181643.933936858,2.0
133,2082,Villatoya,2,8,10.0,110.0,Albacete,8.0,31496872.6189575,28050.9212250595,2.0
134,2083,Villavaliente,2,8,18.0,234.0,Albacete,8.0,57960964.83514399,39334.6388060547,2.0
135,2084,Villaverde de Guadalimar,2,8,54.0,359.0,Albacete,8.0,126342731.912476,61166.5134608965,2.0
136,2085,Viveros,2,8,30.0,337.0,Albacete,8.0,107779459.419312,58399.4443510857,2.0
137,2086,Yeste,2,8,369.0,2818.0,Albacete,8.0,832248934.664429,153920.32602227302,2.0
138,2901,Pozo Cañada,2,8,300.0,2800.0,Albacete,8.0,167510462.62286398,80721.10613403769,2.0
139,3001,Adsubia,3,10,19.0,689.0,Alicante/Alacant,10.0,24235079.0712662,23610.5115510891,3.0
140,3002,Agost,3,10,466.0,4729.0,Alicante/Alacant,10.0,108727745.849487,51098.0957933179,3.0
141,3003,Agres,3,10,40.0,565.0,Alicante/Alacant,10.0,42585276.4244385,26352.417994132702,3.0
142,3004,Aigües,3,10,59.0,921.0,Alicante/Alacant,10.0,30204067.2550354,26372.5859302065,3.0
143,3005,Albatera,3,10,1085.0,11756.0,Alicante/Alacant,10.0,100178973.455505,44821.8555720358,3.0
144,3006,Alcalalí,3,10,48.0,1291.0,Alicante/Alacant,10.0,23709620.4825306,27706.1030996981,3.0
145,3007,Alcocer de Planes,3,10,14.0,221.0,Alicante/Alacant,10.0,7768982.86630249,16099.033222162,3.0
146,3008,Alcoleja,3,10,18.0,194.0,Alicante/Alacant,10.0,23917290.950134303,24610.3835576283,3.0
147,3009,Alcoy/Alcoi,3,10,5856.0,59198.0,Alicante/Alacant,10.0,213421695.09741202,77263.5869222266,3.0
148,3010,Alfafara,3,10,16.0,399.0,Alicante/Alacant,10.0,32614832.1212158,24095.0348130962,3.0
149,3011,"Alfàs del Pi, l'",3,10,1104.0,21494.0,Alicante/Alacant,10.0,31631225.009645503,27080.0620577204,3.0
150,3012,Algorfa,3,10,184.0,3222.0,Alicante/Alacant,10.0,29493679.1355286,38230.4769334975,3.0
151,3013,Algueña,3,10,120.0,1391.0,Alicante/Alacant,10.0,30013209.5256653,37691.5582517208,3.0
152,3014,Alicante/Alacant,3,10,31248.0,330525.0,Alicante/Alacant,10.0,328098053.693054,189827.474774273,3.0
153,3015,Almoradí,3,10,2204.0,20138.0,Alicante/Alacant,10.0,40911267.7935181,40785.0669892038,3.0
154,3016,Almudaina,3,10,2.0,119.0,Alicante/Alacant,10.0,14529002.9786224,15808.460179188602,3.0
155,3017,"Alqueria d'Asnar, l'",3,10,43.0,517.0,Alicante/Alacant,10.0,1154651.80726624,6526.26937204617,3.0
156,3018,Altea,3,10,1742.0,21739.0,Alicante/Alacant,10.0,56409444.9140282,39547.5179038912,3.0
157,3019,Aspe,3,10,2310.0,20482.0,Alicante/Alacant,10.0,115351242.842651,48962.3287389142,3.0
158,3020,Balones,3,10,14.0,129.0,Alicante/Alacant,10.0,18513301.2421112,22040.732586936,3.0
159,3021,Banyeres de Mariola,3,10,412.0,7108.0,Alicante/Alacant,10.0,82680506.6244812,50387.7936808245,3.0
160,3022,Benasau,3,10,12.0,158.0,Alicante/Alacant,10.0,14863245.959899899,21034.2725322127,3.0
161,3023,Beneixama,3,10,94.0,1712.0,Alicante/Alacant,10.0,57400677.7177429,34235.2622671111,3.0
162,3024,Benejúzar,3,10,504.0,5364.0,Alicante/Alacant,10.0,14728558.690002402,19527.9389167568,3.0
163,3025,Benferri,3,10,161.0,1920.0,Alicante/Alacant,10.0,20023535.972900398,21212.7062111423,3.0
164,3026,Beniarbeig,3,10,140.0,1917.0,Alicante/Alacant,10.0,12190867.1118031,22624.008489930697,3.0
165,3027,Beniardá,3,10,10.0,202.0,Alicante/Alacant,10.0,25791501.932869,27058.120994142002,3.0
166,3028,Beniarrés,3,10,86.0,1164.0,Alicante/Alacant,10.0,33354221.6915283,26297.946825065,3.0
167,3029,Benigembla,3,10,18.0,419.0,Alicante/Alacant,10.0,30384113.402622197,22551.670182975402,3.0
168,3030,Benidoleig,3,10,60.0,1117.0,Alicante/Alacant,10.0,12337727.0138202,16869.6707300845,3.0
169,3031,Benidorm,3,10,6428.0,66642.0,Alicante/Alacant,10.0,62657834.813728295,50162.2875585867,3.0
170,3032,Benifallim,3,10,8.0,114.0,Alicante/Alacant,10.0,22479307.741516102,23339.2553353956,3.0
171,3033,Benifato,3,10,12.0,158.0,Alicante/Alacant,10.0,19513708.513031,19918.5529957203,3.0
172,3034,Benijófar,3,10,190.0,3163.0,Alicante/Alacant,10.0,7184314.40805054,11346.0771244451,3.0
173,3035,Benilloba,3,10,90.0,769.0,Alicante/Alacant,10.0,15685793.4461975,21155.4889921933,3.0
174,3036,Benillup,3,10,10.0,100.0,Alicante/Alacant,10.0,5564593.19255066,13665.799028496298,3.0
175,3037,Benimantell,3,10,27.0,494.0,Alicante/Alacant,10.0,62359263.468269296,52891.2421349559,3.0
176,3038,Benimarfull,3,10,29.0,427.0,Alicante/Alacant,10.0,9180710.90895081,13345.5389261243,3.0
177,3039,Benimassot,3,10,12.0,99.0,Alicante/Alacant,10.0,15665550.0115814,17997.6446570683,3.0
178,3040,Benimeli,3,10,22.0,384.0,Alicante/Alacant,10.0,5785067.74653816,15708.3462559896,3.0
179,3041,Benissa,3,10,760.0,11000.0,Alicante/Alacant,10.0,114539033.02366102,68994.6822057416,3.0
180,3042,"Benitachell/Poble Nou de Benitatxell, el",3,10,161.0,4104.0,Alicante/Alacant,10.0,20750501.5485649,21513.3905264806,3.0
181,3043,Biar,3,10,290.0,3647.0,Alicante/Alacant,10.0,161132843.102814,52252.1183747693,3.0
182,3044,Bigastro,3,10,645.0,6724.0,Alicante/Alacant,10.0,6580720.13696289,17141.7538391779,3.0
183,3045,Bolulla,3,10,8.0,412.0,Alicante/Alacant,10.0,22438088.1636276,21231.779454023403,3.0
184,3046,Busot,3,10,176.0,2975.0,Alicante/Alacant,10.0,55315826.942092896,35280.5361752081,3.0
185,3047,Calp,3,10,1631.0,19591.0,Alicante/Alacant,10.0,38560320.12936211,37331.778777640095,3.0
186,3048,Callosa d'en Sarrià,3,10,504.0,7146.0,Alicante/Alacant,10.0,56869919.76298521,39325.9755633637,3.0
187,3049,Callosa de Segura,3,10,1702.0,18497.0,Alicante/Alacant,10.0,40244288.3459167,52204.087883730994,3.0
188,3050,"Campello, el",3,10,2048.0,27384.0,Alicante/Alacant,10.0,90154397.7039948,65461.015327880996,3.0
189,3051,"Campo de Mirra/Camp de Mirra, el",3,10,28.0,440.0,Alicante/Alacant,10.0,35304287.2303467,33113.5246235289,3.0
190,3052,Cañada,3,10,65.0,1245.0,Alicante/Alacant,10.0,32330839.530090302,30522.3028460712,3.0
191,3053,Castalla,3,10,796.0,9859.0,Alicante/Alacant,10.0,187611981.751709,71780.69435948531,3.0
192,3054,Castell de Castells,3,10,26.0,449.0,Alicante/Alacant,10.0,75581649.3307877,36186.8587387803,3.0
193,3055,Catral,3,10,770.0,8551.0,Alicante/Alacant,10.0,32231379.9314575,25805.3595484531,3.0
194,3056,Cocentaina,3,10,1140.0,11432.0,Alicante/Alacant,10.0,86807834.985199,46697.7726741973,3.0
195,3057,Confrides,3,10,20.0,207.0,Alicante/Alacant,10.0,65793148.341194205,39424.9737076295,3.0
196,3058,Cox,3,10,496.0,7193.0,Alicante/Alacant,10.0,27149860.473754898,45172.004079267695,3.0
197,3059,Crevillent,3,10,3764.0,28691.0,Alicante/Alacant,10.0,170189274.456696,65227.132083765704,3.0
198,3060,Quatretondeta,3,10,7.0,113.0,Alicante/Alacant,10.0,27480839.674652103,23438.2840077781,3.0
199,3061,Daya Nueva,3,10,174.0,1750.0,Alicante/Alacant,10.0,11476115.5803833,14028.0852146578,3.0
200,3062,Daya Vieja,3,10,35.0,672.0,Alicante/Alacant,10.0,4952149.25521851,9186.59288021691,3.0
201,3063,Dénia,3,10,4102.0,41465.0,Alicante/Alacant,10.0,109416525.930663,108272.065295485,3.0
202,3064,Dolores,3,10,702.0,7264.0,Alicante/Alacant,10.0,30127038.0719299,27278.2496985009,3.0
203,3065,Elche/Elx,3,10,26105.0,227659.0,Alicante/Alacant,10.0,529682181.956116,117311.486488559,3.0
204,3066,Elda,3,10,6282.0,52745.0,Alicante/Alacant,10.0,74739588.4333496,39864.838986973504,3.0
205,3067,Facheca,3,10,10.0,107.0,Alicante/Alacant,10.0,16744674.4473419,20220.0908875276,3.0
206,3068,Famorca,3,10,2.0,58.0,Alicante/Alacant,10.0,16002532.2822418,16586.8365536343,3.0
207,3069,Finestrat,3,10,410.0,6090.0,Alicante/Alacant,10.0,69542593.8968811,38715.4123487074,3.0
208,3070,Formentera del Segura,3,10,317.0,3995.0,Alicante/Alacant,10.0,7020772.46643066,16398.5891102018,3.0
209,3071,Gata de Gorgos,3,10,426.0,5825.0,Alicante/Alacant,10.0,33492523.557786897,25745.4864076437,3.0
210,3072,Gaianes,3,10,38.0,452.0,Alicante/Alacant,10.0,15788444.213958701,16035.1537865091,3.0
211,3073,Gorga,3,10,27.0,267.0,Alicante/Alacant,10.0,14982845.2993927,24339.9518583873,3.0
212,3074,Granja de Rocamora,3,10,178.0,2461.0,Alicante/Alacant,10.0,11617407.0084839,52552.0819875675,3.0
213,3075,"Castell de Guadalest, el",3,10,8.0,220.0,Alicante/Alacant,10.0,26234255.2130203,27097.7328769595,3.0
214,3076,Guardamar del Segura,3,10,1100.0,15386.0,Alicante/Alacant,10.0,57571057.914093,40109.7277259569,3.0
215,3077,"Fondó de les Neus, el/Hondón de las Nieves",3,10,168.0,2493.0,Alicante/Alacant,10.0,111277752.612518,46858.5071470737,3.0
216,3078,Hondón de los Frailes,3,10,54.0,1165.0,Alicante/Alacant,10.0,20385356.0795593,19274.802941876398,3.0
217,3079,Ibi,3,10,2220.0,23365.0,Alicante/Alacant,10.0,103033620.624023,39904.4788289634,3.0
218,3080,Jacarilla,3,10,139.0,1939.0,Alicante/Alacant,10.0,19711686.7452087,23447.2621004348,3.0
219,3081,Xaló,3,10,167.0,2648.0,Alicante/Alacant,10.0,56978706.82288311,40466.3789088133,3.0
220,3082,Jávea/Xàbia,3,10,1804.0,27225.0,Alicante/Alacant,10.0,113130594.313931,66828.3480712381,3.0
221,3083,Jijona/Xixona,3,10,518.0,7057.0,Alicante/Alacant,10.0,268160326.25476098,87087.16601339889,3.0
222,3084,"Lorcha/Orxa, l'",3,10,54.0,627.0,Alicante/Alacant,10.0,52448821.2281494,31609.199000229703,3.0
223,3085,Llíber,3,10,23.0,1110.0,Alicante/Alacant,10.0,36318976.2847919,34610.5448158696,3.0
224,3086,Millena,3,10,11.0,221.0,Alicante/Alacant,10.0,16086546.760269199,20771.9371313783,3.0
225,3088,Monforte del Cid,3,10,606.0,7500.0,Alicante/Alacant,10.0,129566641.624786,51433.6370626075,3.0
226,3089,Monóvar/Monòver,3,10,1540.0,12272.0,Alicante/Alacant,10.0,248599508.056793,70208.90973911161,3.0
227,3090,Mutxamel,3,10,1864.0,24487.0,Alicante/Alacant,10.0,78141787.6721649,45055.7846550461,3.0
228,3091,Murla,3,10,24.0,486.0,Alicante/Alacant,10.0,9576329.50884438,15169.147551503702,3.0
229,3092,Muro de Alcoy,3,10,751.0,9307.0,Alicante/Alacant,10.0,50274007.1565247,40472.8258642373,3.0
230,3093,Novelda,3,10,2652.0,26054.0,Alicante/Alacant,10.0,123217423.986511,54111.0125033941,3.0
231,3094,"Nucia, la",3,10,1135.0,19967.0,Alicante/Alacant,10.0,35028923.5077782,40231.222464513,3.0
232,3095,Ondara,3,10,713.0,6647.0,Alicante/Alacant,10.0,17186832.2262344,25796.0213733369,3.0
233,3096,Onil,3,10,624.0,7494.0,Alicante/Alacant,10.0,79147997.5500183,43462.5365933536,3.0
234,3097,Orba,3,10,96.0,2085.0,Alicante/Alacant,10.0,29221114.7353277,33609.0011224356,3.0
235,3098,Orxeta,3,10,68.0,778.0,Alicante/Alacant,10.0,39196811.1085205,38812.577995955,3.0
236,3099,Orihuela,3,10,5453.0,80359.0,Alicante/Alacant,10.0,590265679.612061,297624.011144457,3.0
237,3100,Parcent,3,10,44.0,985.0,Alicante/Alacant,10.0,19374458.0847168,19266.4974200151,3.0
238,3101,Pedreguer,3,10,632.0,7431.0,Alicante/Alacant,10.0,48738563.9992495,31803.2885309818,3.0
239,3102,Pego,3,10,643.0,10158.0,Alicante/Alacant,10.0,87221128.6652718,43259.176307990696,3.0
240,3103,Penàguila,3,10,22.0,328.0,Alicante/Alacant,10.0,81987278.1196289,61353.8705526406,3.0
241,3104,Petrer,3,10,4304.0,34533.0,Alicante/Alacant,10.0,170610973.846344,56054.874910597595,3.0
242,3105,"Pinós, el/Pinoso",3,10,604.0,7627.0,Alicante/Alacant,10.0,206318774.61123702,76155.7636343964,3.0
243,3106,Planes,3,10,66.0,725.0,Alicante/Alacant,10.0,64072737.566879295,35914.7742691651,3.0
244,3107,Polop,3,10,337.0,4549.0,Alicante/Alacant,10.0,37076611.9345322,28711.7996527418,3.0
245,3109,Rafal,3,10,384.0,4218.0,Alicante/Alacant,10.0,2531742.14202881,8256.711223893872,3.0
