,id,lat,lon,l3,rooms,bathrooms,surface_total,surface_covered,price,property_type
4040,SWVU+FE+7oNcCKOuwuazrA==,-34.5534125,-58.4871988,Villa Urquiza,3.0,1.0,66.0,66.0,195000.0,PH
4041,HPFdYQ+yLsOcb7uCEyciqg==,-34.5700355,-58.5040341,Villa Urquiza,3.0,1.0,80.0,56.0,160000.0,Departamento
4042,EzTjVVe7/ZyJzLKNhZT6Hw==,-34.5731027,-58.4809492,Villa Urquiza,3.0,1.0,67.0,63.0,199000.0,Departamento
4043,7L0TQgnUhwepcj9CNxEYCw==,-34.5700355,-58.5040341,Villa Urquiza,3.0,1.0,90.0,55.0,170000.0,Departamento
4044,og3kTa8VR4pbIb+3gA8a/g==,-34.6114908,-58.4786901,Villa Santa Rita,3.0,2.0,76.0,76.0,210000.0,PH
4045,rOg2vC3KPDVOTit1hDZZjw==,-34.6135796,-58.4762316,Villa Santa Rita,3.0,1.0,69.0,60.0,148000.0,Departamento
4046,6odYmaHaGl9eJJKKdYr3wA==,-34.5996612,-58.4885132,Villa del Parque,3.0,1.0,75.0,65.0,157000.0,Departamento
4047,oKrjHrD1UzLK/Bkv1L2LQw==,-34.6149252,-58.4806779,Villa del Parque,3.0,1.0,78.0,78.0,148000.0,Departamento
4048,dHXzumCSHF2JVvH7+G41Ig==,-34.5923531,-58.5005914,Villa Pueyrredón,3.0,1.0,80.0,75.0,235000.0,Departamento
4049,uaPjsTJILUZxAS+pRRDwEw==,-34.6093525,-58.4759643,Villa General Mitre,3.0,1.0,84.0,65.0,199000.0,PH
4050,xSOFn8fZBQmtXRi0Oe4wFg==,-34.6374837,-58.4601452,Flores,4.0,2.0,130.0,110.0,234500.0,Departamento
4051,sbMxKYk4DGIHY+rtDBB3ig==,-34.627066823,-58.4714748509,Flores,4.0,2.0,118.0,108.0,228000.0,Departamento
4052,N6ENWTbGzQf+tKkiziStUQ==,-34.6205040535,-58.4711960868,Flores,4.0,2.0,168.0,127.0,278000.0,Casa
4053,rpbubntPtVwePEt5JyvkJw==,-34.5578575,-58.4501614,Nuñez,4.0,2.0,151.0,120.0,370000.0,PH
4054,BW7c+tmwEwLrlHYGrMvq8Q==,-34.5957638,-58.3785382,Retiro,4.0,2.0,90.0,80.0,189000.0,PH
4055,m0C1iEmGT7udQx7lK09xhQ==,-34.6105097,-58.4266027,Almagro,4.0,2.0,114.0,100.0,300000.0,Departamento
4056,sabJaI2vNDjw7oyBnSUIKw==,-34.5751324,-58.4311506,Palermo,4.0,2.0,75.0,75.0,180000.0,Departamento
4057,upHQN75KY3z0fka3cYGdtA==,-34.5675917,-58.4547762,Belgrano,4.0,3.0,135.0,135.0,330000.0,Departamento
4058,xg/gCjXgZ18aOLAfKOt76g==,-34.56211,-58.4443601,Belgrano,4.0,3.0,112.0,101.0,330000.0,Departamento
4059,Kn3dPsMshtmI/uyEILkY6w==,-34.560705,-58.4676594,Belgrano,4.0,1.0,156.0,156.0,550000.0,Departamento
4060,A+/oodZLT8KbWCKwnss8qA==,-34.5666317,-58.4699004,Belgrano,4.0,1.0,99.0,99.0,269000.0,Departamento
4061,RqKwVBHSJ09K6wu6IA0N8A==,-34.5674727,-58.4725174,Belgrano,4.0,1.0,79.0,67.0,180000.0,Departamento
4062,Hz6hIaHENDqigAbfIuphxQ==,-34.563219,-58.4645197,Belgrano,4.0,1.0,96.0,81.0,250000.0,Departamento
4063,5aVuyWyHw3qgi9P/PnK/5g==,-34.6098208,-58.3926061,Congreso,4.0,2.0,123.0,110.0,159000.0,Departamento
4064,WkQWYWALkKBI3a1C1nyiqg==,-34.6274742,-58.4906891,Floresta,4.0,2.0,104.0,98.0,179000.0,Departamento
4065,KFodCZFNf71iMVeQe2xmvA==,-34.5860128,-58.3940158,Recoleta,4.0,3.0,137.0,116.0,430000.0,Departamento
4066,ODaMlmmsEHu4W7DLCATaUw==,-34.5874714,-58.3989883,Recoleta,4.0,2.0,101.0,94.0,265000.0,Departamento
4067,QmsTpUFCn/lV++v4oEmgfg==,-34.599131,-58.3809358,Balvanera,4.0,1.0,65.0,55.0,145000.0,Departamento
4068,Avl75Q1o32kmzkRPyAhvHA==,-34.6099922,-58.439802,Caballito,4.0,2.0,99.0,87.0,195000.0,Departamento
4069,0QXlP4O2qVGxS/iey57kzA==,-34.6143563,-58.4597437,Caballito,5.0,2.0,110.0,96.0,269000.0,Departamento
4070,30KpB4cAfYHRst22tuWgGQ==,-34.6223262868,-58.4294278712,Caballito,4.0,2.0,100.0,95.0,318000.0,Departamento
4071,28d9+P4Fi884Yb/H3v/ZFg==,-34.6122394249,-58.3914879212,Monserrat,4.0,2.0,123.0,110.0,159000.0,Departamento
4072,GGpLdb/upmOlORcspp60hA==,-34.5719996,-58.4454915,Colegiales,4.0,3.0,204.0,137.0,430000.0,PH
4073,JiPODJceTCksgvKDJBpKNg==,-34.5726353,-58.4458689,Colegiales,4.0,2.0,94.0,82.0,250000.0,Departamento
4074,6hUsq9TRuZMATXHTQAEn3w==,-34.641502,-58.5085657,Villa Luro,4.0,2.0,152.0,152.0,330000.0,Casa
4075,ZHSF+L7hN2KMNdOB9DzdvQ==,-34.590741,-58.4082573,Barrio Norte,4.0,2.0,152.0,138.0,350000.0,Departamento
4076,y6uVek2VNUgtiYtOkkvGEA==,-34.5973183,-58.3843056,Barrio Norte,4.0,2.0,140.0,140.0,420000.0,Departamento
4077,K4c4no+jPpjiL/4g/IS0VA==,-34.6010995,-58.5043233,Villa Devoto,4.0,2.0,111.0,103.0,395000.0,Departamento
4078,E/gYrHLlsNeFfTYiaCUPNQ==,-34.6125649,-58.3617341,Puerto Madero,4.0,2.0,138.0,123.0,685000.0,Departamento
4079,VCgv7QKtjcoYJKnPMHBMqA==,-34.6001884,-58.494387,Villa del Parque,3.0,2.0,87.0,76.0,148000.0,Departamento
4080,x+zmcfi26ifwkAGnHUM29Q==,-34.6011256,-58.4965218,Villa del Parque,4.0,1.0,60.0,60.0,90000.0,Departamento
4081,caTZ2lkviZ9gtdnZotOitQ==,-34.5941216,-58.3783977,Retiro,6.0,3.0,180.0,180.0,535000.0,Departamento
4082,4g6+QZzMr1GF0cPKAjKgeg==,-34.5905497666,-58.3903349304,Recoleta,7.0,3.0,208.0,200.0,650000.0,Departamento
4083,r6KjTAikg9L42V30K1WVMA==,-34.5914191,-58.3858375,Recoleta,5.0,2.0,223.0,215.0,880000.0,Departamento
4084,BKQ32DSFamOvG2SMkm831A==,-34.5862515,-58.3944302,Recoleta,5.0,5.0,300.0,250.0,840000.0,Departamento
4085,SwcaqPvaSxThp9nnTefrSQ==,-34.5941216,-58.3783977,Recoleta,6.0,3.0,180.0,180.0,535000.0,Departamento
4086,IYfG8c8TQ3w54lHbtKXTIQ==,-34.6252992,-58.4299861,Caballito,5.0,3.0,137.0,128.0,450000.0,Departamento
4087,foKqaSb/E/3nBdb9ygzH8w==,-34.601887,-58.3739881,San Nicolás,5.0,2.0,109.0,99.0,175000.0,Departamento
4088,k3nddfKivtSzzkZykk14VQ==,-34.5889185,-58.4387324,Villa Crespo,5.0,2.0,123.0,115.0,218000.0,Departamento
4089,sCorkpDfyZyhTUMNVnZ1zA==,-34.691797,-58.4746295,Villa Lugano,8.0,2.0,258.0,258.0,250000.0,Casa
4090,P898ZBUI1sK07yan8/JNng==,-34.5670475658,-58.4466133963,Belgrano,5.0,3.0,380.0,350.0,1600000.0,Departamento
4091,obBpFmtLVTdpdSn6XMvjcQ==,-34.5816829,-58.4037382,Palermo,7.0,5.0,517.0,492.0,3300000.0,Departamento
4092,h+hlQPYAneUMmL/hnCElmA==,-34.5709745,-58.4886611,Villa Urquiza,4.0,1.0,149.0,111.0,295000.0,PH
4093,7evftv31ArRODTxmLxMW+Q==,-34.6352442,-58.480438,Floresta,1.0,1.0,24.0,24.0,63500.0,Departamento
4094,FRJr671bq2HQ44NqtFXZdQ==,-34.5741667,-58.4898344,Villa Urquiza,1.0,1.0,39.0,36.0,85000.0,Departamento
4095,uq8UnoEFg89ggJ2PsqkXhA==,-34.5871247,-58.5012811,Villa Pueyrredón,1.0,1.0,35.0,35.0,81000.0,Departamento
4096,iEMhasfhuQ3mU3z7s+UROw==,-34.5462891845,-58.4581999963,Nuñez,2.0,1.0,46.0,44.0,175000.0,Departamento
4097,E+I5mOdO1ZKVh6ocy0suDQ==,-34.5922185,-58.4334756,Palermo,1.0,1.0,59.0,50.0,120000.0,Departamento
4098,Oi085fagFHvlzJ8KcDQSZw==,-34.5824394,-58.4328746,Palermo,2.0,1.0,55.0,50.0,299000.0,Departamento
4099,ObJl5pozAAfU/mlTPeod9A==,-34.5943053,-58.4212675,Palermo,2.0,2.0,45.0,40.0,199000.0,Departamento
4100,a8dLiW743Z2NjdI3oB+uNQ==,-34.5506271,-58.4531448,Belgrano,2.0,1.0,41.0,38.0,139000.0,Departamento
4101,HwHiC1DJIxRAjUAOmujXsg==,-34.6498722,-58.483012,Parque Avellaneda,30.0,1.0,72.0,60.0,123500.0,PH
4102,db4bCHuf44iK93zJM2zA2g==,-34.569369,-58.4314493,Palermo,3.0,2.0,113.0,113.0,490000.0,Departamento
4103,rTe/eeHl4RsORFSWOR7kew==,-34.555874636,-58.4489172717,Belgrano,3.0,1.0,60.0,60.0,124000.0,Departamento
4104,2QTZGdcHzMWi+O4yc5OK5A==,-34.5934185,-58.3976337,Recoleta,2.0,1.0,56.0,48.0,188000.0,Departamento
4105,LWCVAqWhGqIL5yhdqxZB7w==,-34.6048173,-58.40367,Balvanera,3.0,2.0,74.0,68.0,120000.0,Departamento
4106,hRqRJlnFDic4bcJN2YS7xA==,-34.6223942,-58.4544101,Caballito,3.0,1.0,74.0,71.0,135000.0,Departamento
4107,b4x6vY51V6pKXOfqsQUOTw==,-34.6280698,-58.3772479,Constitución,3.0,1.0,62.0,62.0,79000.0,Departamento
4108,ld6IeZSY4b/8Qwhh+eqjvQ==,-34.5897741,-58.3826232,Retiro,4.0,2.0,130.0,130.0,420000.0,Departamento
4109,9FdO3ocmlt1Y6l8O9vjqVA==,-34.5605292,-58.4483653,Belgrano,4.0,2.0,182.0,154.0,475000.0,Departamento
4110,JMBM/8CE3g5C49sQrmrwuQ==,-34.5669974,-58.4407039,Belgrano,4.0,2.0,120.0,100.0,338000.0,Departamento
4111,MdIY+3wQ1R5baVAXSc8e6A==,-34.5828543,-58.4220796,Palermo,5.0,1.0,111.0,90.0,242000.0,PH
4112,uD/zSD9mZbLZVCmRSF73ow==,-34.6030828004,-58.4335319493,Parque Centenario,5.0,2.0,190.0,190.0,363000.0,PH
4113,92v3NjLuh0ye241DIkWsQg==,-34.6206428,-58.45651,Caballito,5.0,3.0,140.0,140.0,340000.0,Departamento
4114,kVRCcWGLPSGRbqfltB+uNA==,-34.5956658,-58.4458547,Villa Crespo,4.0,3.0,141.0,126.0,190000.0,Departamento
4115,OIo6NWIJGcb7Jug+5svd2g==,-34.59312439,-58.41943741,Palermo,3.0,3.0,200.0,200.0,520000.0,Casa
4116,ue0AaNqmfExMaw07guh9+w==,-34.62375259,-58.50272751,Monte Castro,3.0,1.0,140.0,98.0,218900.0,Casa
4117,KKlRR9bTNV/1eHxvOhYIkA==,-34.61913681,-58.50315475,Monte Castro,3.0,3.0,173.0,155.0,239000.0,Casa
4118,8h1pbG+zhfycjXnwOvsIbQ==,-34.62767029,-58.48992157,Monte Castro,4.0,2.0,131.0,101.0,239800.0,Casa
4119,knE8nYOmcCxbm+QuYfHB7A==,-34.61913681,-58.50315475,Villa Devoto,3.0,3.0,173.0,155.0,297800.0,Casa
4120,sExjenav0FwzagAAJYQFKA==,-34.64989853,-58.47425461,Parque Avellaneda,2.0,1.0,94.0,74.0,83000.0,Casa
4121,Drk6bliSX2IJDgBaMtS+eg==,-34.5821146,-58.4227043,Palermo,1.0,1.0,56.0,44.0,155000.0,Departamento
4122,2GW8q3hFIhbffkQZjfgW0Q==,-34.5787478,-58.4354229,Palermo,1.0,1.0,32.0,28.0,95000.0,Departamento
4123,cayUsvyc6cTiNMj+IFJFiA==,-34.58204651,-58.41129303,Palermo,2.0,2.0,72.0,70.0,270000.0,Departamento
4124,ifYPhox1KbfmZFXaqrg8Jg==,-34.58797073,-58.42291641,Palermo,1.0,1.0,34.0,34.0,150000.0,Departamento
4125,4zwKFkrShhXmSs1wVN+XwQ==,-34.5787478,-58.4354229,Palermo,1.0,1.0,31.0,28.0,93000.0,Departamento
4126,kE58TbWtzNPi1kbGB4lnmw==,-34.57726288,-58.43013763,Palermo,1.0,1.0,65.0,57.0,140000.0,Departamento
4127,5rAxR6FAU7JRrdLtgLkOEA==,-34.57726288,-58.43013763,Palermo,2.0,1.0,65.0,57.0,140000.0,Departamento
4128,HlEOA6jpmVUcGUdNXrh3ug==,-34.5787478,-58.4354229,Palermo,1.0,1.0,27.0,27.0,82000.0,Departamento
4129,IiJhznweYCgEraW2r2FOnQ==,-34.5736262,-58.4385378,Belgrano,1.0,1.0,32.0,32.0,106000.0,Departamento
4130,vZ5E5ppPBInJZzTLraAkaQ==,-34.62141418,-58.44239044,Caballito,4.0,3.0,100.0,100.0,240000.0,Departamento
4131,Das5M5zXfwM5pdKAc/xz1Q==,-34.62141418,-58.44239044,Caballito,3.0,3.0,100.0,100.0,240000.0,Departamento
4132,F+/lfLcROwusb5xvPn8yQw==,-34.59996033,-58.42063904,Villa Crespo,2.0,2.0,89.0,89.0,165000.0,Departamento
4133,bFDMJkJdzAGaw527HG9AxA==,-34.6101668,-58.5147057,Villa Devoto,1.0,1.0,41.0,35.0,109000.0,Departamento
4134,T+BZ2cXMJy3kwMh4qHrBCw==,-34.58004761,-58.49136734,Villa Urquiza,1.0,1.0,50.0,43.0,129000.0,Departamento
4135,oCoKx6iV8S2dcmQwPM0SeA==,-34.6025696153,-58.4134371882,Abasto,2.0,1.0,53.0,45.0,139000.0,Departamento
4136,nIc5iP46c11Egt7Yvv/g4Q==,-34.6025696153,-58.4134371882,Almagro,2.0,1.0,53.0,45.0,139000.0,Departamento
4137,X+/DMMH3ppT7klkctacrMw==,-34.6044974795,-58.4222614946,Almagro,2.0,1.0,29.0,29.0,70000.0,Departamento
4138,O6cDWzpyW30v0NCw6AKOuA==,-34.5828496,-58.4263709,Palermo,2.0,1.0,30.0,30.0,90000.0,Departamento
4139,YUEb8WUqhHH25fE6cj94Lw==,-34.5588999,-58.4443783,Belgrano,2.0,1.0,40.0,40.0,95000.0,Departamento
4140,t9VbdZlm9chs/ajlCu3VVA==,-34.570214,-58.4399454,Belgrano,1.0,1.0,36.0,36.0,109000.0,Departamento
4141,nenAssTsXhgIavQS07hQ0g==,-34.5879961,-58.3965167,Recoleta,2.0,1.0,29.0,29.0,98000.0,Departamento
4142,p02iQpjo+IgxH0r732HpjQ==,-34.5758417,-58.4391459,Colegiales,2.0,1.0,60.0,60.0,189000.0,Departamento
4143,6JNxraC22jmcD8ui0GHYSQ==,-34.5971913953,-58.3850467915,Barrio Norte,1.0,1.0,24.0,24.0,59000.0,Departamento
4144,420sLCwJxOxGXh3Hnet8mA==,-34.6133603,-58.5227468,Villa Devoto,2.0,2.0,77.0,70.0,169000.0,Departamento
4145,+bVsiZZgY0oEmlwVlZphQA==,-34.6042148,-58.5076915,Villa Devoto,2.0,1.0,42.0,42.0,109999.0,Departamento
4146,WHpZcOPAmqs7Tn/wYj7OTQ==,-34.6101668,-58.5147057,Villa Devoto,2.0,1.0,60.0,52.0,155000.0,Departamento
4147,j7GLLzWAH5S9j0oOXN7bDg==,-34.6101668,-58.5147057,Villa Devoto,2.0,1.0,45.0,45.0,119500.0,Departamento
4148,jTjpoMyeXvd3TRN7OVe1Ag==,-34.6069245137,-58.4308841361,Parque Centenario,2.0,1.0,48.0,41.0,150000.0,Departamento
4149,oH2nZtP3x89rBd3WxNwolQ==,-34.6162748,-58.4653596,Flores,3.0,1.0,58.0,51.0,115000.0,PH
4150,SHK3p1ddjvzr9UZPFl6jAw==,-34.6661906,-58.5042289,Mataderos,4.0,2.0,120.0,80.0,120000.0,PH
4151,kspv2zsenHrWl7AfdMyLiA==,-34.6315288,-58.5079792,Villa Luro,3.0,1.0,55.0,50.0,127000.0,PH
4152,2uqKK+hY6S4E6aY9sftKQQ==,-34.6079664,-58.4899533,Villa del Parque,3.0,1.0,46.0,46.0,114999.0,PH
4153,/H6XB/R3jmieWdaoqoSp1Q==,-34.6320801,-58.4709615,Flores,3.0,1.0,60.0,53.0,67900.0,Departamento
4154,2EDwg2IBFxB/UJLwc9eREQ==,-34.5550642138,-58.4788811661,Nuñez,3.0,2.0,68.0,64.0,190000.0,Departamento
4155,kshB+YZrw2z0fddKs6g/qQ==,-34.6036744147,-58.4259879635,Almagro,3.0,1.0,53.0,53.0,129000.0,Departamento
4156,DX32xCmZJtwyUE6HF0UnUg==,-34.60981,-58.4240422,Almagro,3.0,1.0,86.0,86.0,140000.0,Departamento
4157,6UVpCtfP9LZlYmRWF6Oc+A==,-34.5823763,-58.4227823,Palermo,3.0,2.0,96.0,96.0,400000.0,Departamento
4158,RVb08B6Ci87fheqGbsSk+g==,-34.5608655,-58.4533059,Belgrano,3.0,1.0,68.0,62.0,195000.0,Departamento
4159,6YV0GBhwVj7Ak2qSPMGG4Q==,-34.5903105,-58.3915651,Recoleta,3.0,1.0,98.0,98.0,290000.0,Departamento
4160,1L59avp3OyzBTsBqE4Z/xg==,-34.5957028,-58.408197,Recoleta,3.0,2.0,109.0,103.0,350000.0,Departamento
4161,zngJSdX0X4LYdPCpGsvvPg==,-34.5550642138,-58.4788811661,Saavedra,3.0,2.0,68.0,64.0,190000.0,Departamento
4162,lAFLplMbnYhty8IA7O44gA==,-34.6071754,-58.4426412,Caballito,3.0,1.0,75.0,66.0,170000.0,Departamento
4163,inluF12BSLsup3sTGTBUmA==,-34.638859,-58.5040119,Villa Luro,3.0,1.0,80.0,80.0,155000.0,Departamento
4164,6gqIwdunXYunqMLi95hbuQ==,-34.5961889703,-58.4472347703,Villa Crespo,3.0,1.0,67.0,63.0,110000.0,Departamento
4165,gkIMff+GuO0JM7TOyhYafA==,-34.6133603,-58.5227468,Villa Devoto,3.0,2.0,92.0,74.0,190000.0,Departamento
4166,y5kL4YS9OF5bbQgnL3NblA==,-34.6036744147,-58.4259879635,Parque Centenario,3.0,1.0,53.0,53.0,129000.0,Departamento
4167,PWADjsj1IK/fifd0tonaYw==,-34.6154534804,-58.3837631593,Monserrat,4.0,1.0,72.0,66.0,135000.0,PH
4168,Epno7Ilfqlxf8FuwDpZb/w==,-34.6127147,-58.4249377,Almagro,4.0,1.0,71.0,64.0,153000.0,Departamento
4169,TCZE0mOVqDo0T33vHwBv/A==,-34.5760225,-58.4483554,Palermo,4.0,3.0,116.0,104.0,399000.0,Departamento
4170,FpZUJl0qpfS5LwuD471enw==,-34.5704155,-58.4463796,Belgrano,4.0,1.0,116.0,71.0,260000.0,Departamento
4171,brSeQPMWUWjd+yhtEJkeOA==,-34.5760225,-58.4483554,Belgrano,4.0,3.0,116.0,104.0,399000.0,Departamento
4172,B6l01kSb6P0gtHmy/BaQLg==,-34.5927591,-58.3834643,Recoleta,4.0,1.0,92.0,88.0,280000.0,Departamento
4173,TyObsgtHw3LX/19Y/TKgQg==,-34.6262506,-58.4500637,Caballito,4.0,2.0,87.0,75.0,230000.0,Departamento
4174,Z6bja31BFIRnybYG1JGTLA==,-34.5760225,-58.4483554,Colegiales,4.0,3.0,116.0,104.0,399000.0,Departamento
4175,MMV1oto/wNKkTVi9h4n5mg==,-34.5738521,-58.4410136,Colegiales,4.0,2.0,108.0,88.0,317500.0,Departamento
4176,Z4MJm4T4382ibqMBXDAadQ==,-34.5971298,-58.387474,Barrio Norte,4.0,1.0,81.0,81.0,216000.0,Departamento
4177,P2dBDWIy9d7/UNgg+ilvGA==,-34.5711429,-58.4805521,Villa Urquiza,4.0,1.0,90.0,75.0,185000.0,Departamento
4178,UteeoRezi+3pcDDifs7jiw==,-34.6161859,-58.3748554,San Telmo,5.0,4.0,188.0,169.0,285000.0,PH
4179,2/1QUNWowjBwLzmpR/U9vw==,-34.6422046,-58.454342,Flores,5.0,2.0,185.0,185.0,170000.0,Casa
4180,mkLh5FKJQ1K4DxDIzrlUxQ==,-34.5396374,-58.4657192,Nuñez,4.0,2.0,104.0,100.0,299900.0,Departamento
4181,ZuohUKr0xYJP4Ie5NS6EfQ==,-34.557145,-58.46655,Nuñez,1.0,1.0,43.0,33.0,80000.0,Departamento
4182,HSGIOKOEpII9WNFCkSU2Ig==,-34.5976439,-58.376824,Retiro,1.0,1.0,29.0,29.0,115000.0,Departamento
4183,VE+L8lkfmvPSCjpwqJR7nA==,-34.6019783,-58.41547394,Almagro,2.0,1.0,68.0,67.0,85000.0,Departamento
4184,eld4Bz6z04Dl3K0fjHpCLw==,-34.5880656,-58.4150397,Palermo,1.0,1.0,25.0,25.0,68000.0,Departamento
4185,NyOVPeofZDoNxPHXTJ9k6w==,-34.58721542,-58.41114807,Palermo,3.0,3.0,108.0,108.0,275000.0,Departamento
4186,SoqxOiI4akuvSH5S7jSo6w==,-34.5771867,-58.4374063,Palermo,1.0,1.0,36.0,33.0,92500.0,Departamento
4187,mKeZFxZLeof2HMoIJGEy9A==,-34.57674026,-58.40483093,Palermo,7.0,4.0,168.0,168.0,640000.0,Casa
4188,booZNays9mu7/y4JH52puA==,-34.57772064,-58.46970749,Belgrano,3.0,1.0,97.0,62.0,206500.0,Departamento
4189,Jjz+i9/UbqfIYVhgPPhXzw==,-34.57772064,-58.46970749,Belgrano,3.0,1.0,107.0,75.0,229500.0,Departamento
4190,uRkRmOGxFLVxCqTrvOfnnQ==,-34.57772064,-58.46970749,Belgrano,2.0,1.0,71.0,62.0,182000.0,Departamento
4191,u2xHVgXZzw9z9AknerYuYg==,-34.57772064,-58.46970749,Belgrano,2.0,1.0,112.0,83.0,280000.0,Departamento
4192,n8bsTenySmWA6oh4g6F+1g==,-34.57341766,-58.47397614,Belgrano,1.0,1.0,56.0,48.0,140000.0,Departamento
4193,Id8ALE4SmYzrv5J6jxQFvA==,-34.57341766,-58.47397614,Belgrano,1.0,1.0,65.0,55.0,173000.0,Departamento
4194,0GxzITl3hQxuQJcGDrNYbw==,-34.56633759,-58.45492935,Belgrano,1.0,1.0,46.0,43.0,155000.0,Departamento
4195,Zgjp5EYmNmaSGKydXWWkOQ==,-34.55862045,-58.46241379,Belgrano,2.0,1.0,77.0,71.0,190000.0,Departamento
4196,wz63XodHczy7TjsIUab+BA==,-34.60206223,-58.46895599,Paternal,2.0,2.0,70.0,59.0,175000.0,Departamento
4197,HqgoaiT6p7AopBLThrXG1A==,-34.5791632,-58.4557246,Colegiales,1.0,1.0,31.0,27.0,65000.0,Departamento
4198,mhqvWJuIBQZXzNPZbRhv/Q==,-34.5936935,-58.401046,Barrio Norte,1.0,1.0,28.0,28.0,75000.0,Departamento
4199,eRWRV56fBlrQsY2Czl3q+w==,-34.59816742,-58.44294357,Villa Crespo,1.0,1.0,35.0,32.0,85000.0,Departamento
4200,JRkHNNmdqD+BrQt+cbfe3g==,-34.6332364,-58.4536909,Flores,2.0,1.0,48.0,46.0,86000.0,Departamento
4201,k9MAIt0FysvzgnSO9yVVSA==,-34.6123370718,-58.4163880796,Almagro,2.0,1.0,42.0,39.0,89500.0,Departamento
4202,za3kbCfIAULnYnDZfqTN5w==,-34.5900122721,-58.4206478581,Palermo,2.0,1.0,40.0,34.0,114900.0,Departamento
4203,e6sNAEO3rJhaUjKYI8AsAg==,-34.5900122721,-58.4206478581,Palermo,2.0,1.0,40.0,34.0,119900.0,Departamento
4204,Kyub2k+1OHw7D4xHeewLzw==,-34.5556657,-58.4505483,Belgrano,1.0,1.0,30.0,30.0,118462.0,Departamento
4205,GJEKTVKEeEwUyT7W/RL4xg==,-34.5552956,-58.4928073,Saavedra,2.0,1.0,57.0,46.0,129000.0,Departamento
4206,2ZPvp9tRvSCk2bm23vRvjw==,-34.5517872,-58.4909232,Saavedra,2.0,1.0,73.0,50.0,179000.0,Departamento
4207,+nqRyFPXS2//KiCzLTV0Fw==,-34.602183,-58.3981232,Balvanera,2.0,1.0,39.0,39.0,84500.0,Departamento
4208,XW4LnnXhzzdFgyCEsMEO8w==,-34.6080982,-58.4481233,Caballito,2.0,1.0,33.0,30.0,89000.0,Departamento
4209,6hStCfx8uFXuz7gIkOgV8Q==,-34.6195683,-58.4332722,Caballito,2.0,1.0,48.0,40.0,89000.0,Departamento
4210,1EapBpDp584duGGKW1GyOQ==,-34.574537,-58.4554388,Colegiales,1.0,1.0,39.0,36.0,120000.0,Departamento
4211,igP+L9dK10DPH8fsm82EXA==,-34.5991838,-58.3807265,Tribunales,2.0,1.0,40.0,40.0,125000.0,Departamento
4212,2jq6KygeWUJLWPhiTCcdpQ==,-34.5809096,-58.4910143,Villa Urquiza,2.0,1.0,42.0,42.0,97237.0,Departamento
4213,3W+6qmU8nDIkm4458RnJuA==,-34.554086,-58.461889,Nuñez,3.0,1.0,99.0,92.0,298000.0,Departamento
4214,DAuUf2G2G20fYxg3eNybFA==,-34.5571454388,-58.4665503204,Nuñez,3.0,1.0,87.0,62.0,158000.0,Departamento
4215,ftJi01f011CAZTSkpS3j3w==,-34.5571454388,-58.4665503204,Nuñez,3.0,1.0,87.0,76.0,148000.0,Departamento
4216,FsEe2zs62x2QBuxPmXFawA==,-34.5642845,-58.4741573,Coghlan,3.0,1.0,58.0,58.0,169000.0,Departamento
4217,pK5PcU2vCG+t/24P+GZeXQ==,-34.5790278,-58.4383607,Palermo,3.0,1.0,190.0,150.0,490000.0,PH
4218,1iBs1LCeqZTN3e4anNS/+g==,-34.5633438,-58.4384374,Palermo,3.0,1.0,87.0,78.0,224000.0,Departamento
4219,CxzWUtfxi5jnQjCfP44vNA==,-34.5610874,-58.4476962,Belgrano,3.0,1.0,87.0,77.0,299000.0,Departamento
4220,eUo596W64+Uikb+QLLfXzg==,-34.5860005,-58.3880289,Recoleta,3.0,1.0,60.0,60.0,210000.0,Departamento
4221,l4iQ/xgvL7UchxmGUb93aQ==,-34.5681732,-58.505972,Saavedra,3.0,1.0,55.0,50.0,155000.0,Departamento
4222,VQvwnKWc1/Q6EutBOzfwOw==,-34.6033356135,-58.4340567019,Caballito,3.0,1.0,67.0,57.0,139000.0,Departamento
4223,2HJcRCoIrqu6za8h7hD8mg==,-34.6207236,-58.4340631,Caballito,3.0,2.0,70.0,64.0,139000.0,Departamento
4224,eJ8CbAEm+bSEZT1AMHiRLw==,-34.6248336,-58.3738817,San Telmo,3.0,1.0,66.0,66.0,149000.0,Departamento
4225,z/xTPUcgHr7lsXQystmzHQ==,-34.5994483,-58.3872239,San Nicolás,3.0,1.0,55.0,55.0,125000.0,Departamento
4226,humkMYYDl2JT8WOpNretdw==,-34.6272507,-58.4590135,Flores,4.0,2.0,145.0,130.0,250000.0,Departamento
4227,cLsgoJ9U4vyxHmeNe7mqnQ==,-34.6072365,-58.4297256,Almagro,4.0,2.0,111.0,86.0,245000.0,Departamento
4228,i/DnLKsm2sXxvH4FLcfPYw==,-34.5818244,-58.4142886,Palermo,4.0,3.0,100.0,100.0,438000.0,Departamento
4229,7WFQJ7BzWfTKnw1rYsiJhg==,-34.631404,-58.4881649,Floresta,4.0,2.0,84.0,84.0,145000.0,Departamento
4230,TTI/BI3J5sETkVKmiOMGKw==,-34.6160508,-58.5059061,Floresta,5.0,2.0,278.0,198.0,400000.0,Casa
4231,r6g3ovyObyyF1o5Q/bVbeg==,-34.5918912,-58.3917657,Recoleta,4.0,3.0,145.0,125.0,500000.0,Departamento
4232,NbwemWykSsFr94/IRAk24w==,-34.5863308418,-58.3959044783,Recoleta,3.0,2.0,122.0,116.0,378000.0,Departamento
