,0,Avg_Open_To_Buy,Avg_Utilization_Ratio,Card_Category_Gold,Card_Category_Platinum,Card_Category_Silver,Contacts_Count_12_mon,Credit_Limit,Customer_Age,Dependent_count,Education_Level_Doctorate,Education_Level_Graduate,Education_Level_High School,Education_Level_Post-Graduate,Education_Level_Uneducated,Education_Level_Unknown,Gender_M,Income_Category_$40K - $60K,Income_Category_$60K - $80K,Income_Category_$80K - $120K,Income_Category_Less than $40K,Income_Category_Unknown,Marital_Status_Married,Marital_Status_Single,Marital_Status_Unknown,Months_Inactive_12_mon,Months_on_book,Total_Amt_Chng_Q4_Q1,Total_Ct_Chng_Q4_Q1,Total_Relationship_Count,Total_Revolving_Bal,Total_Trans_Amt,Total_Trans_Ct
21,,1438.3,0.0,0.0,0.0,0.0,3.0,1438.3,62.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,49.0,1.047,0.6,2.0,0.0,692.0,16.0
22,,3790.0,0.152,0.0,0.0,0.0,1.0,4470.0,41.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,33.0,1.608,1.571,4.0,680.0,931.0,18.0
23,,932.0,0.626,0.0,0.0,0.0,2.0,2492.0,47.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,36.0,0.573,0.353,3.0,1560.0,1126.0,23.0
24,,12217.0,0.0,0.0,0.0,0.0,3.0,12217.0,54.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,42.0,1.075,0.75,4.0,0.0,1110.0,21.0
25,,6099.0,0.215,0.0,0.0,0.0,2.0,7768.0,41.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,28.0,0.797,0.833,6.0,1669.0,1051.0,22.0
26,,13410.0,0.093,0.0,0.0,0.0,2.0,14784.0,59.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,46.0,0.921,1.3,4.0,1374.0,1197.0,23.0
27,,9205.0,0.099,0.0,0.0,0.0,2.0,10215.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,56.0,0.843,1.0,3.0,1010.0,1904.0,40.0
28,,10100.0,0.0,0.0,0.0,0.0,2.0,10100.0,44.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,34.0,0.525,1.571,5.0,0.0,1052.0,18.0
29,,3423.0,0.285,0.0,0.0,0.0,0.0,4785.0,47.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,42.0,0.739,0.9,6.0,1362.0,1045.0,38.0
30,,942.0,0.658,0.0,0.0,0.0,3.0,2753.0,53.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,33.0,0.977,2.571,3.0,1811.0,1038.0,25.0
31,,761.0,0.69,0.0,0.0,0.0,1.0,2451.0,53.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,48.0,1.323,1.6,2.0,1690.0,1596.0,26.0
32,,6406.0,0.282,0.0,0.0,0.0,2.0,8923.0,41.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36.0,1.726,1.667,4.0,2517.0,1589.0,24.0
33,,1160.0,0.562,0.0,0.0,0.0,3.0,2650.0,53.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,38.0,1.75,1.0,5.0,1490.0,1411.0,28.0
34,,10859.0,0.135,0.0,0.0,0.0,2.0,12555.0,58.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,49.0,0.519,0.714,6.0,1696.0,1291.0,24.0
35,,1606.0,0.544,0.0,0.0,0.0,1.0,3520.0,55.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,36.0,0.51,0.483,4.0,1914.0,1407.0,43.0
36,,737.0,0.757,0.0,0.0,0.0,3.0,3035.0,55.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,36.0,1.724,1.176,6.0,2298.0,1877.0,37.0
37,,15433.0,0.0,1.0,0.0,0.0,3.0,15433.0,42.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,36.0,0.865,1.2,2.0,0.0,966.0,22.0
38,,2786.0,0.241,0.0,0.0,0.0,2.0,3672.0,57.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,49.0,1.32,0.556,3.0,886.0,1464.0,28.0
39,,7277.0,0.077,0.0,0.0,0.0,3.0,7882.0,66.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,56.0,1.052,0.143,5.0,605.0,704.0,16.0
40,,31848.0,0.018,0.0,0.0,0.0,2.0,32426.0,45.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,41.0,1.042,0.474,2.0,578.0,1109.0,28.0
41,,4001.0,0.355,0.0,0.0,0.0,0.0,6205.0,51.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,44.0,0.803,0.556,4.0,2204.0,1347.0,28.0
42,,14787.0,0.145,0.0,0.0,1.0,3.0,17304.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,43.0,1.449,1.2,3.0,2517.0,1756.0,33.0
43,,3906.0,0.0,0.0,0.0,0.0,1.0,3906.0,49.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,37.0,1.214,1.0,5.0,0.0,1756.0,32.0
44,,7775.0,0.209,0.0,0.0,0.0,3.0,9830.0,38.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,28.0,0.977,0.917,2.0,2055.0,1042.0,23.0
45,,34516.0,0.0,0.0,0.0,0.0,3.0,34516.0,49.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,30.0,1.621,1.333,3.0,0.0,1444.0,28.0
46,,853.0,0.626,0.0,0.0,0.0,0.0,2283.0,56.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,45.0,2.316,0.588,6.0,1430.0,1741.0,27.0
47,,528.0,0.793,0.0,0.0,0.0,2.0,2548.0,59.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,52.0,2.357,1.7,3.0,2020.0,1719.0,27.0
48,,18023.0,0.074,0.0,0.0,0.0,3.0,19458.0,46.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,40.0,0.787,0.8,4.0,1435.0,1217.0,27.0
49,,3518.0,0.259,0.0,0.0,0.0,1.0,4745.0,52.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,40.0,0.624,0.6,5.0,1227.0,1140.0,40.0
50,,1073.0,0.591,0.0,0.0,0.0,2.0,2622.0,52.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,41.0,1.321,1.143,6.0,1549.0,1878.0,30.0
51,,630.3,0.562,0.0,0.0,0.0,1.0,1438.3,54.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,40.0,0.997,0.9,2.0,808.0,705.0,19.0
52,,992.0,0.687,0.0,0.0,0.0,2.0,3171.0,66.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,54.0,1.224,1.923,3.0,2179.0,1946.0,38.0
53,,17246.0,0.127,0.0,0.0,0.0,0.0,19763.0,49.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,36.0,0.664,0.25,4.0,2517.0,1414.0,35.0
54,,15769.0,0.0,0.0,0.0,0.0,3.0,15769.0,56.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,36.0,1.041,0.364,1.0,0.0,602.0,15.0
55,,1098.0,0.667,0.0,0.0,0.0,2.0,3298.0,49.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,36.0,0.678,0.6,6.0,2200.0,1052.0,32.0
56,,439.0,0.843,0.0,0.0,0.0,0.0,2802.0,49.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,36.0,0.75,0.6,2.0,2363.0,1295.0,40.0
57,,2578.0,0.422,0.0,0.0,0.0,3.0,4458.0,56.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,50.0,1.107,1.417,4.0,1880.0,1424.0,29.0
58,,5295.0,0.156,0.0,0.0,0.0,2.0,6273.0,44.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,35.0,2.275,1.083,4.0,978.0,1359.0,25.0
59,,1583.0,0.525,0.0,0.0,0.0,3.0,3336.0,42.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,34.0,0.69,1.25,4.0,1753.0,1168.0,27.0
60,,1420.0,0.587,0.0,0.0,0.0,3.0,3436.0,55.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,47.0,0.901,0.833,4.0,2016.0,1097.0,33.0
61,,34516.0,0.0,0.0,0.0,1.0,4.0,34516.0,48.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,35.0,0.763,0.5,2.0,0.0,691.0,15.0
62,,4675.0,0.211,0.0,0.0,0.0,3.0,5926.0,39.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,33.0,0.944,1.154,5.0,1251.0,1316.0,28.0
63,,21855.0,0.088,0.0,0.0,0.0,2.0,23957.0,44.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,32.0,0.997,0.733,2.0,2102.0,1276.0,26.0
64,,13100.0,0.111,0.0,0.0,0.0,2.0,14734.0,53.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,44.0,0.989,0.917,4.0,1634.0,1289.0,23.0
65,,33001.0,0.044,0.0,0.0,1.0,4.0,34516.0,51.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,38.0,0.592,0.6,4.0,1515.0,1293.0,32.0
66,,4767.0,0.276,0.0,0.0,0.0,3.0,6584.0,57.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,52.0,0.62,0.667,5.0,1817.0,1353.0,35.0
67,,616.0,0.704,0.0,0.0,0.0,3.0,2084.0,44.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,20.0,1.004,0.556,6.0,1468.0,1132.0,28.0
68,,580.0,0.656,0.0,0.0,0.0,2.0,1687.0,49.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,32.0,1.715,2.4,2.0,1107.0,1670.0,17.0
69,,23970.0,0.053,0.0,0.0,0.0,2.0,25300.0,50.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,38.0,1.072,2.0,6.0,1330.0,837.0,15.0
70,,32753.0,0.051,0.0,0.0,0.0,3.0,34516.0,51.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,42.0,1.266,1.05,3.0,1763.0,1550.0,41.0
71,,1182.0,0.467,0.0,0.0,0.0,3.0,2216.0,55.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,42.0,0.758,0.286,5.0,1034.0,1540.0,36.0
72,,880.0,0.698,0.0,0.0,0.0,3.0,2910.0,54.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,43.0,0.769,0.4,4.0,2030.0,1256.0,21.0
73,,21385.0,0.067,0.0,0.0,0.0,2.0,22913.0,42.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,37.0,0.414,0.522,6.0,1528.0,1394.0,35.0
74,,22380.0,0.079,0.0,0.0,0.0,3.0,24312.0,44.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,35.0,1.312,1.182,3.0,1932.0,1341.0,24.0
75,,3757.0,0.287,0.0,0.0,0.0,2.0,5272.0,53.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,36.0,0.857,0.435,5.0,1515.0,1289.0,33.0
76,,4483.0,0.36,0.0,0.0,0.0,2.0,7000.0,44.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,36.0,0.475,1.875,6.0,2517.0,1112.0,23.0
77,,5237.0,0.256,0.0,0.0,0.0,2.0,7038.0,37.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,29.0,0.751,0.966,4.0,1801.0,2339.0,57.0
78,,713.0,0.719,0.0,0.0,0.0,2.0,2536.0,49.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,0.703,0.353,6.0,1823.0,1468.0,23.0
79,,27005.0,0.066,0.0,0.0,0.0,2.0,28904.0,47.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,38.0,0.85,0.4,6.0,1899.0,1334.0,35.0
80,,6872.0,0.198,0.0,0.0,0.0,0.0,8567.0,47.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,37.0,1.242,1.412,4.0,1695.0,1457.0,41.0
81,,32983.0,0.044,0.0,0.0,0.0,2.0,34516.0,44.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,36.0,0.924,0.526,6.0,1533.0,1603.0,29.0
82,,2158.0,0.0,0.0,0.0,0.0,3.0,2158.0,55.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,45.0,0.585,0.714,2.0,0.0,615.0,12.0
83,,8716.0,0.14,0.0,0.0,0.0,3.0,10133.0,59.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,52.0,0.383,0.818,2.0,1417.0,1068.0,20.0
84,,33297.0,0.035,0.0,0.0,0.0,2.0,34516.0,53.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,35.0,1.129,2.0,5.0,1219.0,1590.0,27.0
85,,1175.0,0.619,0.0,0.0,0.0,0.0,3085.0,52.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,47.0,0.921,0.667,5.0,1910.0,1531.0,35.0
86,,16984.0,0.108,0.0,0.0,0.0,1.0,19040.0,53.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,35.0,0.607,0.722,4.0,2056.0,1212.0,31.0
87,,4026.0,0.0,0.0,0.0,0.0,3.0,4026.0,43.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,35.0,0.483,0.6,5.0,0.0,1237.0,32.0
88,,11919.0,0.066,0.0,0.0,0.0,1.0,12756.0,44.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,31.0,1.932,1.8,4.0,837.0,1413.0,14.0
89,,5266.0,0.0,0.0,0.0,0.0,3.0,5266.0,57.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,45.0,1.702,1.636,5.0,0.0,1516.0,29.0
90,,9930.0,0.0,0.0,0.0,0.0,2.0,9930.0,51.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,36.0,0.731,1.333,3.0,0.0,1276.0,21.0
91,,29349.0,0.062,0.0,0.0,0.0,0.0,31302.0,49.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,38.0,0.875,2.182,4.0,1953.0,1564.0,35.0
92,,6576.0,0.0,0.0,0.0,0.0,3.0,6576.0,45.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,36.0,0.579,0.619,4.0,0.0,1465.0,34.0
93,,627.0,0.765,0.0,0.0,0.0,1.0,2664.0,53.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,42.0,0.85,0.933,5.0,2037.0,1286.0,29.0
94,,95.0,0.963,0.0,0.0,0.0,2.0,2535.0,45.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,28.0,1.705,1.222,5.0,2440.0,1312.0,20.0
95,,814.0,0.524,0.0,0.0,0.0,3.0,1709.0,64.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,52.0,1.656,0.882,6.0,895.0,1673.0,32.0
96,,2254.0,0.347,0.0,0.0,0.0,2.0,3454.0,45.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,35.0,0.597,0.304,5.0,1200.0,1313.0,30.0
97,,2083.0,0.45,0.0,0.0,0.0,2.0,3789.0,53.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,35.0,1.047,0.68,5.0,1706.0,1609.0,42.0
